,clu_system,shadowing_avg,dist
71,7,-7.122274644992302,834.4741980698981
72,8,-1.0522489992893596,890.5751187731641
73,8,5.899757853164383,896.4250876800663
74,12,2.0809720747417604,953.6455643709851
75,8,-2.3524634736473184,876.7220835463171
76,8,2.6736152310258725,916.278176150041
77,8,2.334121708227833,942.7305331736198
78,7,-1.7917935806576868,841.4075541747171
79,12,-0.35771768368317564,887.5630148019688
80,8,-1.23683950130424,852.7214911746329
81,8,4.381649236136922,761.4617705147853
82,8,5.459403069560441,787.6378108693516
83,8,0.911450621240131,739.6295731723465
84,8,-5.531087514896137,643.0695642342494
85,12,-2.632231606258068,608.4770000948398
86,12,6.527449656835362,589.0942067275712
87,8,0.9373802782286688,636.1388218166068
88,8,0.008558950107805517,651.0995713235936
89,8,-4.286757000346584,656.3059010688188
90,8,-3.477854110090528,690.0760607997471
91,8,-2.0760575747709997,615.4995198120764
92,8,-4.295665334921671,738.9623719182483
93,8,-2.0760575747709997,615.4995198120764
94,12,-0.7918227147410591,645.0181072203985
95,12,-9.818831668683943,777.9401560817124
96,12,-5.225778092020182,724.2634460532604
97,12,-7.411083861533147,824.1547185921613
98,7,-4.541023207230748,918.9348477691245
99,8,-0.4320221649628237,664.4376578062621
100,7,-1.7917935806576868,841.4075541747171
101,8,-7.4621309681049155,775.1117661343752
102,8,-3.2580506759593084,740.3147259255711
103,12,3.4705876685835944,711.1626538438597
104,7,-2.3924699252017865,715.3236226740706
105,8,-1.5422789253917486,730.6598378330442
106,7,-2.3924699252017865,715.3236226740706
107,8,-0.4320221649628237,664.4376578062621
108,8,2.3468801406302537,434.9633729450066
109,7,4.5622029735570235,324.22079430137603
110,8,2.3468801406302537,434.9633729450066
111,12,0.5295703774600591,407.7936095079647
112,7,3.4378671916120482,369.5788299011474
113,8,-0.7647396405862619,314.5461196355476
114,12,-0.6136877860787074,225.47850353315008
115,8,-0.38162921585029663,289.813903676538
116,12,-0.6136877860787074,225.47850353315008
117,12,-2.02352485980968,219.26774883600552
118,7,-1.7467952245735754,117.58229080568715
119,8,3.693156657416082,167.8271763187042
120,12,0.9036494118866016,262.5236156149587
121,7,0.7491936179816933,290.7830627040909
122,7,2.5686073149656297,245.34516647188616
123,7,3.063772219835949,394.6490658800363
124,7,4.9400238828079495,475.9545529191437
125,7,2.7335787985058717,412.85677236650207
126,7,4.9400238828079495,475.9545529191437
127,7,3.0780070847919587,516.587972716734
128,8,3.945716332259616,588.6506598050269
129,7,3.815751694382267,680.6964703236803
130,7,3.4589396547872973,777.55272675804
131,8,-1.652973023813778,873.7690036973182
132,8,4.262622668036995,804.1189929081152
133,12,-5.225778092020182,724.2634460532604
134,8,0.17035167956118066,680.7918268539041
135,7,-9.469821788740713,497.0420453934202
136,8,2.3468801406302537,434.9633729450066
137,7,4.5622029735570235,324.22079430137603
138,8,4.190801710961294,413.23335936110493
139,7,-1.1596178153403165,353.29135574542335
140,7,3.5494037767890085,126.13068864337549
141,8,3.816015380761677,29.2029968020437
142,7,-1.7467952245735754,117.58229080568715
143,12,-2.02352485980968,219.26774883600552
144,12,0.6747146413077987,365.626812778064
145,12,-2.02352485980968,219.26774883600552
146,12,-0.6136877860787074,225.47850353315008
147,7,3.5494037767890085,126.13068864337549
148,7,4.410598631822472,238.3180777309765
149,7,3.5494037767890085,126.13068864337549
150,8,4.085223242778411,188.46973100771606
151,7,-1.7467952245735754,117.58229080568715
152,8,3.816015380761677,29.2029968020437
153,7,3.5494037767890085,126.13068864337549
154,12,3.025833668612793,396.40036190048465
155,8,-0.38162921585029663,289.813903676538
156,12,-2.02352485980968,219.26774883600552
157,12,3.025833668612793,396.40036190048465
158,12,0.6747146413077987,365.626812778064
159,7,3.747888730971431,240.06238022648904
160,7,2.5686073149656297,245.34516647188616
161,7,3.063772219835949,394.6490658800363
162,7,4.9400238828079495,475.9545529191437
163,7,2.7335787985058717,412.85677236650207
164,7,3.0780070847919587,516.587972716734
165,7,4.9400238828079495,475.9545529191437
166,8,1.3429536498774457,821.7407768606471
167,7,-1.56101142088279,717.3998220115351
168,8,-3.8727865609553587,620.1276430613966
169,7,3.0780070847919587,516.587972716734
170,8,-3.8727865609553587,620.1276430613966
171,7,-1.56101142088279,717.3998220115351
172,8,-3.8727865609553587,620.1276430613966
173,7,-1.56101142088279,717.3998220115351
174,8,1.3429536498774457,821.7407768606471
175,7,3.4589396547872973,777.55272675804
176,7,3.815751694382267,680.6964703236803
177,7,3.4589396547872973,777.55272675804
178,8,1.3429536498774457,821.7407768606471
179,7,-1.56101142088279,717.3998220115351
180,8,-3.8727865609553587,620.1276430613966
181,8,-0.05643055439310249,463.21182176436673
182,12,0.6747146413077987,365.626812778064
183,7,3.4589396547872973,777.55272675804
184,8,-1.652973023813778,873.7690036973182
185,7,3.4589396547872973,777.55272675804
186,7,3.815751694382267,680.6964703236803
187,8,3.945716332259616,588.6506598050269
188,7,3.0780070847919587,516.587972716734
189,7,4.9400238828079495,475.9545529191437
190,7,2.7335787985058717,412.85677236650207
191,7,4.9400238828079495,475.9545529191437
192,7,3.063772219835949,394.6490658800363
193,7,2.5686073149656297,245.34516647188616
194,7,3.747888730971431,240.06238022648904
195,12,-2.02352485980968,219.26774883600552
196,12,-2.02352485980968,219.26774883600552
197,7,3.747888730971431,240.06238022648904
198,7,2.5686073149656297,245.34516647188616
199,7,0.7491936179816933,290.7830627040909
200,7,3.4102999793978483,361.13323247798706
201,8,0.5564499551311959,445.0197124223645
202,12,0.6747146413077987,365.626812778064
203,8,-0.05643055439310249,463.21182176436673
204,12,3.025833668612793,396.40036190048465
205,8,-0.38162921585029663,289.813903676538
206,12,-2.02352485980968,219.26774883600552
207,12,0.6747146413077987,365.626812778064
208,8,-0.05643055439310249,463.21182176436673
209,12,0.6747146413077987,365.626812778064
210,12,3.025833668612793,396.40036190048465
211,8,-0.38162921585029663,289.813903676538
212,12,-0.6136877860787074,225.47850353315008
213,7,2.6849156125168885,230.54248959169428
214,7,4.410598631822472,238.3180777309765
215,7,4.5622029735570235,324.22079430137603
216,8,2.3468801406302537,434.9633729450066
217,7,4.5622029735570235,324.22079430137603
218,8,2.3468801406302537,434.9633729450066
219,7,4.5622029735570235,324.22079430137603
220,7,4.410598631822472,238.3180777309765
221,7,2.6849156125168885,230.54248959169428
222,12,-0.6136877860787074,225.47850353315008
223,8,-0.38162921585029663,289.813903676538
224,12,3.025833668612793,396.40036190048465
225,12,0.6747146413077987,365.626812778064
226,8,-0.05643055439310249,463.21182176436673
227,12,0.6747146413077987,365.626812778064
228,12,1.7153290721482497,876.3169335602411
229,8,3.5498860899042755,848.6077632211278
230,8,-7.999848466093782,714.3660710183726
231,8,-5.6603877983746385,805.4357511310435
232,12,4.632174808093461,841.5230618876935
233,12,-2.02352485980968,219.26774883600552
234,7,3.747888730971431,240.06238022648904
235,7,2.5686073149656297,245.34516647188616
236,7,0.7491936179816933,290.7830627040909
237,7,3.4102999793978483,361.13323247798706
238,8,0.5564499551311959,445.0197124223645
239,8,-5.354658891917388,532.1153001204116
240,8,-0.308142887799614,695.9804257924771
241,8,3.5498860899042755,848.6077632211278
242,12,1.7153290721482497,876.3169335602411
243,12,-3.0877702502752737,928.696936405475
244,12,-4.640491165332089,1024.5167243578246
245,12,-3.7241258092493146,928.0450237401388
246,12,-4.640491165332089,1024.5167243578246
247,12,3.025833668612793,396.40036190048465
248,8,-0.05643055439310249,463.21182176436673
249,12,3.025833668612793,396.40036190048465
250,8,-0.308142887799614,695.9804257924771
251,8,-0.4320221649628237,664.4376578062621
252,8,-0.4320221649628237,664.4376578062621
253,8,-0.308142887799614,695.9804257924771
254,8,-0.4320221649628237,664.4376578062621
255,8,-0.308142887799614,695.9804257924771
256,12,3.025833668612793,396.40036190048465
257,8,-0.38162921585029663,289.813903676538
258,12,-2.02352485980968,219.26774883600552
259,12,-2.02352485980968,219.26774883600552
260,12,0.6747146413077987,365.626812778064
261,12,-2.02352485980968,219.26774883600552
262,12,0.6747146413077987,365.626812778064
263,8,-0.05643055439310249,463.21182176436673
264,7,3.0780070847919587,516.587972716734
265,8,-3.8727865609553587,620.1276430613966
266,7,-1.56101142088279,717.3998220115351
267,8,1.3429536498774457,821.7407768606471
268,8,-1.652973023813778,873.7690036973182
269,7,3.4589396547872973,777.55272675804
270,8,-1.652973023813778,873.7690036973182
271,12,1.6860296125248733,969.4971084250166
272,8,-1.652973023813778,873.7690036973182
273,12,1.6860296125248733,969.4971084250166
274,8,-1.652973023813778,873.7690036973182
275,8,-2.3524634736473184,876.7220835463171
276,7,0.08008055067524109,821.500125407438
277,8,5.899757853164383,896.4250876800663
278,12,-2.02352485980968,219.26774883600552
279,7,3.4589396547872973,777.55272675804
280,8,-1.652973023813778,873.7690036973182
281,12,1.6860296125248733,969.4971084250166
282,12,4.659323466821731,1068.201427738306
283,7,-4.541023207230748,918.9348477691245
284,12,-7.411083861533147,824.1547185921613
285,7,-4.541023207230748,918.9348477691245
286,12,-7.411083861533147,824.1547185921613
287,12,-5.225778092020182,724.2634460532604
288,8,0.17035167956118066,680.7918268539041
289,8,-2.1050931884379125,624.536712807549
290,12,0.6747146413077987,365.626812778064
291,12,3.025833668612793,396.40036190048465
292,12,0.6747146413077987,365.626812778064
293,12,3.025833668612793,396.40036190048465
294,12,0.6747146413077987,365.626812778064
295,8,5.899757853164383,896.4250876800663
296,12,3.4705876685835944,711.1626538438597
297,7,-2.3924699252017865,715.3236226740706
298,12,3.025833668612793,396.40036190048465
299,8,-0.38162921585029663,289.813903676538
300,12,3.025833668612793,396.40036190048465
301,8,-0.38162921585029663,289.813903676538
302,12,3.025833668612793,396.40036190048465
303,8,-0.38162921585029663,289.813903676538
304,12,-2.02352485980968,219.26774883600552
305,12,3.4705876685835944,711.1626538438597
306,8,5.899757853164383,896.4250876800663
307,7,0.08008055067524109,821.500125407438
308,8,5.899757853164383,896.4250876800663
309,8,-5.354658891917388,532.1153001204116
310,8,0.5564499551311959,445.0197124223645
311,8,-5.354658891917388,532.1153001204116
312,8,-5.6766953939768525,426.70243120935805
313,7,-1.4053405621734325,527.7730914785969
314,8,-5.6766953939768525,426.70243120935805
315,7,-1.4053405621734325,527.7730914785969
316,8,-5.354658891917388,532.1153001204116
317,8,-0.4320221649628237,664.4376578062621
318,8,-0.308142887799614,695.9804257924771
319,8,3.5498860899042755,848.6077632211278
320,8,4.542230226068585,950.6484857073874
321,12,2.2899328743799905,1050.0444728951954
322,12,-5.702769106377008,1135.683301238106
323,12,-6.534881288787793,1209.072628293657
324,12,1.599666584477648,1287.6314651805826
325,12,-1.924361943653207,1170.609301057978
326,12,-5.702769106377008,1135.683301238106
327,12,2.2899328743799905,1050.0444728951954
328,8,4.542230226068585,950.6484857073874
329,8,3.5498860899042755,848.6077632211278
330,8,-0.308142887799614,695.9804257924771
331,8,-5.354658891917388,532.1153001204116
332,7,-1.4053405621734325,527.7730914785969
333,8,-5.6766953939768525,426.70243120935805
334,8,-5.354658891917388,532.1153001204116
335,8,0.5564499551311959,445.0197124223645
336,8,-5.354658891917388,532.1153001204116
337,8,0.5564499551311959,445.0197124223645
338,8,-5.354658891917388,532.1153001204116
339,8,0.5564499551311959,445.0197124223645
340,8,-5.354658891917388,532.1153001204116
341,8,0.5564499551311959,445.0197124223645
342,8,-5.354658891917388,532.1153001204116
343,8,-5.6766953939768525,426.70243120935805
344,7,-1.4053405621734325,527.7730914785969
345,8,-5.6766953939768525,426.70243120935805
346,8,-5.354658891917388,532.1153001204116
347,8,0.5564499551311959,445.0197124223645
348,8,-5.354658891917388,532.1153001204116
349,8,-0.4320221649628237,664.4376578062621
350,8,-0.308142887799614,695.9804257924771
351,7,2.6849156125168885,230.54248959169428
352,7,4.410598631822472,238.3180777309765
353,8,4.085223242778411,188.46973100771606
354,12,-4.721805766507467,169.07343519573976
355,7,3.6209281162453104,294.160911671752
356,7,-1.5356794303897243,368.23994092016574
357,8,-1.9907290309302241,441.4921528019847
358,12,-1.1491977416200785,524.4132281152255
359,12,-2.02352485980968,219.26774883600552
360,8,-0.38162921585029663,289.813903676538
361,12,3.025833668612793,396.40036190048465
362,8,-0.38162921585029663,289.813903676538
363,12,-0.6136877860787074,225.47850353315008
364,7,2.6849156125168885,230.54248959169428
365,7,3.5494037767890085,126.13068864337549
366,7,2.6849156125168885,230.54248959169428
367,12,-0.6136877860787074,225.47850353315008
368,12,-2.02352485980968,219.26774883600552
369,8,-0.38162921585029663,289.813903676538
370,12,-2.02352485980968,219.26774883600552
371,12,3.025833668612793,396.40036190048465
372,12,0.6747146413077987,365.626812778064
373,12,3.025833668612793,396.40036190048465
374,8,6.938186153853512,493.5799103601283
375,12,0.6747146413077987,365.626812778064
376,12,-2.02352485980968,219.26774883600552
377,12,0.6747146413077987,365.626812778064
378,12,-2.02352485980968,219.26774883600552
379,12,0.6747146413077987,365.626812778064
380,7,3.4589396547872973,777.55272675804
381,8,-1.652973023813778,873.7690036973182
382,12,1.6860296125248733,969.4971084250166
383,8,-1.652973023813778,873.7690036973182
384,7,3.4589396547872973,777.55272675804
385,7,3.0780070847919587,516.587972716734
386,8,-0.05643055439310249,463.21182176436673
387,12,0.6747146413077987,365.626812778064
388,12,-2.02352485980968,219.26774883600552
389,12,0.6747146413077987,365.626812778064
390,12,-2.02352485980968,219.26774883600552
391,12,-0.6136877860787074,225.47850353315008
392,7,2.6849156125168885,230.54248959169428
393,7,3.5494037767890085,126.13068864337549
394,7,4.410598631822472,238.3180777309765
395,7,3.5494037767890085,126.13068864337549
396,7,4.410598631822472,238.3180777309765
397,7,4.5622029735570235,324.22079430137603
398,12,-2.02352485980968,219.26774883600552
399,8,-0.38162921585029663,289.813903676538
400,12,3.025833668612793,396.40036190048465
401,8,-0.38162921585029663,289.813903676538
402,12,-2.02352485980968,219.26774883600552
403,12,-0.6136877860787074,225.47850353315008
404,12,-2.02352485980968,219.26774883600552
405,12,-0.6136877860787074,225.47850353315008
406,7,2.6849156125168885,230.54248959169428
407,7,3.5494037767890085,126.13068864337549
408,7,4.410598631822472,238.3180777309765
409,7,4.5622029735570235,324.22079430137603
410,8,4.190801710961294,413.23335936110493
411,7,4.5622029735570235,324.22079430137603
412,7,2.8509084202690325,297.4410837646766
413,8,4.190801710961294,413.23335936110493
414,7,4.5622029735570235,324.22079430137603
415,12,9.81921285627827,407.53045279530187
416,12,0.6747146413077987,365.626812778064
417,8,-0.05643055439310249,463.21182176436673
418,12,3.025833668612793,396.40036190048465
419,8,-0.38162921585029663,289.813903676538
420,12,-2.02352485980968,219.26774883600552
421,7,3.747888730971431,240.06238022648904
422,7,2.5686073149656297,245.34516647188616
423,7,0.7491936179816933,290.7830627040909
424,7,3.4102999793978483,361.13323247798706
425,8,0.5564499551311959,445.0197124223645
426,8,-5.354658891917388,532.1153001204116
427,8,-0.308142887799614,695.9804257924771
428,8,-0.4320221649628237,664.4376578062621
429,8,-0.308142887799614,695.9804257924771
430,12,-2.02352485980968,219.26774883600552
431,7,3.747888730971431,240.06238022648904
432,7,-1.7467952245735754,117.58229080568715
433,8,3.816015380761677,29.2029968020437
434,7,-1.9504469694450088,108.76054043426353
435,8,-0.38162921585029663,289.813903676538
436,12,3.025833668612793,396.40036190048465
437,8,-0.05643055439310249,463.21182176436673
438,8,-3.8727865609553587,620.1276430613966
439,7,-1.56101142088279,717.3998220115351
440,8,1.3429536498774457,821.7407768606471
441,7,-1.56101142088279,717.3998220115351
442,8,1.3429536498774457,821.7407768606471
443,12,2.5802115456145467,843.7419820985281
444,8,1.3429536498774457,821.7407768606471
445,7,-1.56101142088279,717.3998220115351
446,8,-3.8727865609553587,620.1276430613966
447,7,3.0780070847919587,516.587972716734
448,8,-3.8727865609553587,620.1276430613966
449,7,3.0780070847919587,516.587972716734
450,8,-0.05643055439310249,463.21182176436673
451,12,0.6747146413077987,365.626812778064
452,12,-2.02352485980968,219.26774883600552
453,7,-1.7467952245735754,117.58229080568715
454,8,3.693156657416082,167.8271763187042
455,7,-1.9504469694450088,108.76054043426353
456,8,3.693156657416082,167.8271763187042
457,7,-1.9504469694450088,108.76054043426353
458,8,3.693156657416082,167.8271763187042
459,7,-1.9504469694450088,108.76054043426353
460,12,-5.912368998788222,579.434212927676
461,7,3.5494037767890085,126.13068864337549
462,8,3.816015380761677,29.2029968020437
463,7,-1.7467952245735754,117.58229080568715
464,12,-2.02352485980968,219.26774883600552
