,dist
475,100.69732778096176
476,105.72831429875149
477,103.16655315011339
478,106.37961479742486
479,106.37961479742486
480,103.16655315011339
481,105.72831429875149
482,100.69732778096176
483,100.41039553162055
484,164.0849637786372
485,100.91463895565401
486,104.0377574623281
487,103.84791486695543
488,105.22217425786334
489,104.60000531132212
490,103.83447763653605
491,121.56642242279376
492,118.70291789407702
493,160.53594565475942
494,176.08290079200557
495,106.37961479742486
496,103.16655315011339
497,105.72831429875149
498,100.69732778096176
499,100.41039553162055
500,164.0849637786372
501,100.91463895565401
502,104.0377574623281
503,103.84791486695543
504,105.22217425786334
505,104.60000531132212
506,103.83447763653605
507,158.84163803998499
508,158.84163803998499
509,158.84163803998499
510,158.84163803998499
511,103.83447763653605
512,104.60000531132212
513,105.22217425786334
514,103.84791486695543
515,104.0377574623281
516,100.91463895565401
517,164.0849637786372
518,100.41039553162055
519,100.69732778096176
520,105.72831429875149
521,103.16655315011339
522,106.37961479742486
523,108.82501754857212
524,108.82501754857212
525,108.82501754857212
526,158.84163803998499
527,101.75651427695361
528,104.1466905645982
529,105.15594632335676
530,207.75333984831562
531,100.04987778324276
532,100.04987778324276
533,100.04987778324276
534,100.97502463474821
535,155.10774055357845
536,117.83190580373655
537,115.39738106018439
538,115.39738106018439
539,114.32042903109199
540,155.73299403814647
541,156.1960227741528
542,158.84163803998499
543,108.82501754857212
544,158.84163803998499
545,158.84163803998499
546,108.82501754857212
547,158.84163803998499
548,156.1960227741528
549,155.73299403814647
550,155.73299403814647
551,156.1960227741528
552,158.84163803998499
553,176.08290079200557
554,160.53594565475942
555,158.84163803998499
556,103.83447763653605
557,104.60000531132212
558,105.22217425786334
559,103.84791486695543
560,104.0377574623281
561,100.91463895565401
562,164.0849637786372
563,191.0408462553264
564,101.86731454763499
565,101.86731454763499
566,202.6559755952281
567,134.75199797436878
568,108.9253764943789
569,108.08747598197203
570,104.1466905645982
571,145.40748505872367
572,142.60873870683923
573,176.08290079200557
574,101.53799512456573
575,101.53799512456573
576,101.53799512456573
577,104.45940285317516
578,106.29775810329197
579,101.7914419017911
580,103.56397078345778
581,100.6665662251319
582,107.29257031338972
583,100.44189387122071
584,106.89442787684403
585,101.56094612485566
586,101.56094612485566
587,101.56094612485566
588,104.08854008858783
589,102.27347413241269
590,101.0528807660338
591,101.95096163243477
592,103.40965890841416
593,102.28874902829908
594,106.05371490163147
595,104.67903217828406
596,103.33074426866682
597,161.46941437239988
598,101.7459461381779
599,100.8168989362206
600,100.1547921968615
601,102.50892492310508
602,106.3013830786892
603,102.96763094401071
604,102.62103098290412
605,129.19448509042377
606,100.6665662251319
607,103.56397078345778
608,101.7914419017911
609,106.29775810329197
610,104.45940285317516
611,101.53799512456573
612,176.08290079200557
613,108.82501754857212
614,108.82501754857212
615,108.82501754857212
616,108.82501754857212
617,108.82501754857212
618,176.08290079200557
619,118.70291789407702
620,121.56642242279376
621,158.84163803998499
622,158.84163803998499
623,158.84163803998499
624,108.82501754857212
625,108.82501754857212
626,108.82501754857212
627,108.82501754857212
628,100.45736829346458
629,111.39090667060977
630,111.39090667060977
631,101.49663201858674
632,138.3525167422415
633,100.3579816899844
634,101.50542098274282
635,105.23717741895013
636,102.44863797155665
637,100.54455839191044
638,102.8153462388437
639,158.84163803998499
640,158.84163803998499
641,210.76843135053727
642,108.82501754857212
643,108.82501754857212
644,108.82501754857212
645,108.82501754857212
646,108.82501754857212
647,108.82501754857212
648,158.84163803998499
649,103.83447763653605
650,104.60000531132212
651,105.22217425786334
652,100.24810333477193
653,100.24810333477193
654,105.22217425786334
655,104.60000531132212
656,103.83447763653605
657,158.84163803998499
658,108.82501754857212
659,158.84163803998499
660,1050.9972139977272
661,155.43770942445406
662,108.82501754857212
663,102.39042750398455
664,101.14064838405604
665,101.14064838405604
666,102.39042750398455
667,102.48669333680166
668,103.8043212545181
669,183.00607398842837
670,125.38597200373945
671,103.96216930547341
672,102.29293447958179
673,139.03639244495218
674,108.82501754857212
675,158.84163803998499
676,158.84163803998499
677,108.82501754857212
678,160.53594565475942
679,118.70291789407702
680,121.56642242279376
681,158.84163803998499
682,108.82501754857212
683,108.82501754857212
684,176.08290079200557
685,118.70291789407702
686,104.16967402979807
687,155.73299403814647
688,100.29961288866515
689,103.97085299087499
690,125.38597200373945
691,125.38597200373945
692,125.38597200373945
693,125.38597200373945
694,103.97085299087499
695,100.29961288866515
696,155.73299403814647
697,104.16967402979807
698,118.70291789407702
699,176.08290079200557
700,108.82501754857212
701,108.82501754857212
702,102.8153462388437
703,100.54455839191044
704,102.44863797155665
705,102.44863797155665
706,122.15925852929945
707,104.49631359794022
708,100.22101132550611
709,126.03666574094687
710,136.65531806538797
711,108.82501754857212
712,158.84163803998499
713,158.84163803998499
714,108.82501754857212
715,108.82501754857212
716,108.82501754857212
717,108.82501754857212
718,108.82501754857212
719,108.82501754857212
720,158.84163803998499
721,156.1960227741528
722,156.1960227741528
723,158.84163803998499
724,108.82501754857212
725,114.0402961919266
726,102.39522645122575
727,103.02613648977089
728,101.64508623416563
729,100.79576402032373
730,102.83175990154464
731,105.24612106863641
732,105.24612106863641
733,102.83175990154464
734,100.79576402032373
735,101.64508623416563
736,103.02613648977089
737,124.314736947079
738,100.00072910844449
739,101.53799512456573
740,176.08290079200557
741,108.82501754857212
742,108.82501754857212
743,108.82501754857212
744,108.82501754857212
745,108.82501754857212
746,160.53594565475942
747,118.70291789407702
748,104.16967402979807
749,155.73299403814647
750,114.32042903109199
751,115.39738106018439
752,116.93028418276567
753,259.418917229017
754,372.0040638319325
755,105.15594632335676
756,104.1466905645982
757,101.75651427695361
758,158.84163803998499
759,158.84163803998499
760,158.84163803998499
761,176.08290079200557
762,160.53594565475942
763,108.82501754857212
764,108.82501754857212
765,108.82501754857212
766,108.82501754857212
767,108.82501754857212
768,108.82501754857212
769,108.82501754857212
770,108.82501754857212
771,108.82501754857212
772,108.82501754857212
773,216.4781358217645
774,216.4781358217645
775,108.82501754857212
776,108.82501754857212
777,108.82501754857212
778,106.37961479742486
779,103.16655315011339
780,105.72831429875149
781,100.69732778096176
782,100.41039553162055
783,164.0849637786372
784,100.91463895565401
785,104.0377574623281
786,103.84791486695543
787,105.22217425786334
788,104.60000531132212
789,103.83447763653605
790,158.84163803998499
791,108.82501754857212
792,108.82501754857212
793,108.82501754857212
794,210.76843135053727
795,104.16967402979807
796,104.16967402979807
797,210.76843135053727
798,108.82501754857212
799,108.82501754857212
800,108.82501754857212
801,108.82501754857212
802,176.08290079200557
803,108.82501754857212
804,176.08290079200557
805,142.60873870683923
806,104.60000531132212
807,103.26306987495015
808,164.5250924462365
809,137.00825684765465
810,137.00825684765465
811,164.5250924462365
812,164.5250924462365
813,164.5250924462365
814,164.5250924462365
815,164.5250924462365
816,103.26306987495015
817,104.60000531132212
818,142.60873870683923
819,176.08290079200557
820,176.08290079200557
821,176.08290079200557
822,176.08290079200557
823,108.82501754857212
824,108.82501754857212
825,108.82501754857212
826,108.82501754857212
827,176.08290079200557
828,176.08290079200557
829,176.08290079200557
830,176.08290079200557
831,101.53799512456573
832,101.53799512456573
833,101.53799512456573
834,104.45940285317516
835,106.29775810329197
836,101.7914419017911
837,103.56397078345778
838,100.6665662251319
839,107.29257031338972
840,100.44189387122071
841,106.89442787684403
842,101.56094612485566
843,101.56094612485566
844,101.56094612485566
845,104.08854008858783
846,102.27347413241269
847,101.0528807660338
848,101.95096163243477
849,103.40965890841416
850,102.28874902829908
851,106.05371490163147
852,104.67903217828406
853,103.33074426866682
854,103.33074426866682
855,104.67903217828406
856,106.05371490163147
857,102.28874902829908
858,102.28874902829908
859,103.10551251565086
860,104.63201570792361
861,100.04349476330275
862,104.54345741782136
863,102.96763094401071
864,102.62103098290412
865,129.19448509042377
866,100.6665662251319
867,103.56397078345778
868,101.7914419017911
869,106.29775810329197
870,104.45940285317516
871,101.53799512456573
872,176.08290079200557
873,158.84163803998499
874,1071.022913118126
875,106.23561654276685
876,158.84163803998499
877,158.84163803998499
878,108.82501754857212
879,158.84163803998499
880,158.84163803998499
881,158.84163803998499
882,867.1302741341003
883,386.54200887119464
884,619.870675243922
885,105.15594632335676
886,104.1466905645982
887,101.75651427695361
888,158.84163803998499
889,158.84163803998499
890,158.84163803998499
891,158.84163803998499
892,158.84163803998499
893,158.84163803998499
894,101.75651427695361
895,104.1466905645982
896,105.15594632335676
897,105.15594632335676
898,108.82501754857212
899,114.0402961919266
900,114.0402961919266
901,108.82501754857212
902,108.82501754857212
903,108.82501754857212
904,108.82501754857212
905,108.82501754857212
906,108.82501754857212
907,101.53799512456573
908,101.53799512456573
909,176.08290079200557
910,108.82501754857212
911,108.82501754857212
912,100.45736829346458
913,100.45736829346458
914,176.08290079200557
915,118.70291789407702
916,100.21483483694726
917,100.21483483694726
918,118.70291789407702
919,176.08290079200557
920,158.84163803998499
921,158.84163803998499
922,158.84163803998499
923,101.75651427695361
924,104.1466905645982
925,105.15594632335676
926,619.870675243922
927,119.65681073623682
928,140.9443844430136
929,140.9443844430136
930,140.9443844430136
931,100.96306017834378
932,100.37100621638386
933,127.36520997160144
934,155.10774055357845
935,116.93028418276567
936,100.29961288866515
937,100.29961288866515
938,100.29961288866515
939,155.73299403814647
940,156.1960227741528
941,158.84163803998499
942,158.84163803998499
943,158.84163803998499
944,158.84163803998499
945,158.84163803998499
946,158.84163803998499
947,158.84163803998499
948,158.84163803998499
949,158.84163803998499
950,158.84163803998499
951,158.84163803998499
952,108.82501754857212
953,136.65531806538797
954,126.03666574094687
955,100.22101132550611
956,104.49631359794022
957,104.49631359794022
958,100.22101132550611
959,126.03666574094687
960,136.65531806538797
961,108.82501754857212
962,176.08290079200557
963,118.70291789407702
964,100.21483483694726
965,101.22053766133412
966,118.27151605990834
967,118.27151605990834
968,118.27151605990834
969,118.27151605990834
970,118.27151605990834
971,101.7914419017911
972,101.7914419017911
973,103.56397078345778
974,104.60504279322444
975,102.6981462561792
976,104.03038872252586
977,158.84163803998499
978,101.75651427695361
979,104.1466905645982
980,105.15594632335676
981,619.870675243922
982,100.46142454801277
983,100.46142454801277
984,100.46142454801277
985,140.02659429944538
986,100.51644287816295
987,100.86470255854884
988,100.98910832367089
989,103.60964455317983
990,100.25112313037202
991,103.36732795657136
992,100.26193472878336
993,102.8921413692618
994,101.80868245003586
995,155.73163954562847
996,100.1547921968615
997,100.730212393712
998,115.74567848904618
999,181.49518512128012
1000,108.82501754857212
1001,108.82501754857212
1002,108.82501754857212
1003,142.60873870683923
1004,145.40748505872367
1005,145.40748505872367
1006,104.60000531132212
1007,103.26306987495015
1008,164.5250924462365
1009,137.00825684765465
1010,137.00825684765465
1011,137.00825684765465
1012,137.00825684765465
1013,137.00825684765465
1014,137.00825684765465
1015,137.00825684765465
1016,137.00825684765465
1017,137.00825684765465
1018,137.00825684765465
1019,137.00825684765465
1020,137.00825684765465
1021,137.00825684765465
1022,137.00825684765465
1023,137.00825684765465
1024,137.00825684765465
1025,164.5250924462365
1026,103.26306987495015
1027,104.60000531132212
1028,142.60873870683923
1029,106.23561654276685
1030,1071.022913118126
1031,158.84163803998499
1032,158.84163803998499
1033,158.84163803998499
1034,158.84163803998499
1035,156.1960227741528
1036,104.16967402979807
1037,118.70291789407702
1038,176.08290079200557
1039,176.08290079200557
1040,101.53799512456573
1041,101.53799512456573
1042,101.53799512456573
1043,104.45940285317516
1044,106.29775810329197
1045,101.7914419017911
1046,103.56397078345778
1047,100.6665662251319
1048,107.29257031338972
1049,100.44189387122071
1050,106.89442787684403
1051,101.56094612485566
1052,104.08854008858783
1053,102.27347413241269
1054,101.0528807660338
1055,101.95096163243477
1056,103.40965890841416
1057,102.28874902829908
1058,106.05371490163147
1059,104.67903217828406
1060,103.33074426866682
1061,161.46941437239988
1062,101.7459461381779
1063,100.8168989362206
1064,100.1547921968615
1065,102.50892492310508
1066,106.3013830786892
1067,102.96763094401071
1068,102.62103098290412
1069,129.19448509042377
1070,100.6665662251319
1071,103.56397078345778
1072,101.7914419017911
1073,106.29775810329197
1074,104.45940285317516
1075,101.53799512456573
1076,176.08290079200557
1077,100.45736829346458
1078,100.45736829346458
1079,176.08290079200557
1080,176.08290079200557
1081,176.08290079200557
1082,176.08290079200557
1083,176.08290079200557
1084,118.70291789407702
1085,100.21483483694726
1086,100.21483483694726
1087,118.70291789407702
1088,176.08290079200557
1089,108.82501754857212
1090,108.82501754857212
1091,103.96216930547341
1092,103.96216930547341
1093,103.96216930547341
1094,103.96216930547341
1095,102.29293447958179
1096,101.19859331475928
1097,147.96147862046925
1098,141.4380230191258
1099,100.21483483694726
1100,118.70291789407702
1101,176.08290079200557
1102,176.08290079200557
1103,118.70291789407702
1104,100.21483483694726
1105,141.4380230191258
1106,147.96147862046925
1107,101.19859331475928
1108,102.29293447958179
1109,103.96216930547341
1110,103.96216930547341
1111,103.96216930547341
1112,103.96216930547341
1113,103.96216930547341
1114,103.96216930547341
1115,103.96216930547341
1116,103.96216930547341
1117,103.96216930547341
1118,103.96216930547341
1119,102.29293447958179
1120,101.19859331475928
1121,147.96147862046925
1122,141.4380230191258
1123,100.21483483694726
1124,118.70291789407702
1125,118.70291789407702
1126,118.70291789407702
1127,176.08290079200557
1128,176.08290079200557
1129,118.70291789407702
1130,104.16967402979807
1131,155.73299403814647
1132,114.32042903109199
1133,105.15594632335676
1134,104.1466905645982
1135,145.40748505872367
1136,142.60873870683923
1137,176.08290079200557
1138,118.70291789407702
1139,118.70291789407702
1140,176.08290079200557
1141,108.82501754857212
1142,108.82501754857212
1143,176.08290079200557
1144,118.70291789407702
1145,100.21483483694726
1146,141.4380230191258
1147,155.73299403814647
1148,114.32042903109199
1149,114.32042903109199
1150,114.32042903109199
1151,105.15594632335676
1152,104.1466905645982
1153,101.75651427695361
1154,158.84163803998499
1155,158.84163803998499
1156,158.84163803998499
1157,158.84163803998499
1158,108.82501754857212
1159,158.84163803998499
1160,1050.9972139977272
1161,100.5201169473343
1162,100.5201169473343
1163,101.65142049615557
1164,102.54568564518478
1165,102.10561090251393
1166,106.23561654276685
1167,106.23561654276685
1168,1071.022913118126
1169,158.84163803998499
1170,108.82501754857212
1171,108.82501754857212
1172,108.82501754857212
1173,108.82501754857212
1174,158.84163803998499
1175,158.84163803998499
1176,158.84163803998499
1177,158.84163803998499
1178,158.84163803998499
1179,158.84163803998499
1180,158.84163803998499
1181,156.1960227741528
1182,155.73299403814647
1183,139.03639244495218
1184,102.29293447958179
1185,102.29293447958179
1186,102.29293447958179
1187,102.29293447958179
1188,102.29293447958179
1189,102.29293447958179
1190,139.03639244495218
1191,155.73299403814647
1192,156.1960227741528
1193,158.84163803998499
1194,101.29788602590237
1195,101.37691168214722
1196,100.87575041711979
1197,130.39702927774405
1198,116.08954398315782
1199,101.18017372765917
1200,115.74504741023337
1201,101.40603882955398
1202,135.10593062074318
1203,102.44863797155665
1204,122.15925852929945
1205,104.49631359794022
1206,100.22101132550611
1207,126.03666574094687
1208,136.65531806538797
1209,108.82501754857212
1210,176.08290079200557
1211,108.82501754857212
1212,108.82501754857212
1213,108.82501754857212
1214,108.82501754857212
1215,176.08290079200557
1216,176.08290079200557
1217,100.45736829346458
1218,100.45736829346458
1219,108.82501754857212
1220,136.65531806538797
1221,126.03666574094687
1222,100.22101132550611
1223,104.49631359794022
1224,122.15925852929945
1225,102.44863797155665
1226,135.10593062074318
1227,862.3230036691242
1228,100.73905773371959
1229,127.68272692713802
1230,100.02099735110828
1231,100.02099735110828
1232,100.02099735110828
1233,100.02099735110828
1234,100.02099735110828
1235,100.02099735110828
1236,100.02099735110828
1237,100.02099735110828
1238,100.02099735110828
1239,100.02099735110828
1240,108.82501754857212
1241,118.70291789407702
1242,118.70291789407702
1243,176.08290079200557
1244,158.84163803998499
1245,101.75651427695361
1246,104.1466905645982
1247,105.15594632335676
1248,619.870675243922
1249,619.870675243922
1250,105.15594632335676
1251,104.1466905645982
1252,101.75651427695361
1253,190.78826089091115
1254,118.70291789407702
1255,100.21483483694726
1256,100.21483483694726
1257,118.70291789407702
1258,176.08290079200557
1259,176.08290079200557
1260,118.70291789407702
1261,100.21483483694726
1262,100.21483483694726
1263,118.70291789407702
1264,176.08290079200557
1265,176.08290079200557
1266,118.70291789407702
1267,100.21483483694726
1268,141.4380230191258
1269,147.96147862046925
1270,101.19859331475928
1271,102.29293447958179
1272,102.29293447958179
1273,102.29293447958179
1274,102.29293447958179
1275,102.29293447958179
1276,103.96216930547341
1277,103.96216930547341
1278,103.96216930547341
1279,103.96216930547341
1280,103.96216930547341
1281,103.96216930547341
1282,103.96216930547341
1283,103.96216930547341
1284,103.96216930547341
1285,103.96216930547341
1286,102.29293447958179
1287,101.19859331475928
1288,192.7091588666967
1289,100.21483483694726
1290,118.70291789407702
1291,176.08290079200557
1292,108.82501754857212
1293,108.82501754857212
1294,108.82501754857212
1295,108.82501754857212
1296,108.82501754857212
1297,108.82501754857212
1298,108.82501754857212
1299,108.82501754857212
1300,176.08290079200557
1301,118.70291789407702
1302,118.70291789407702
1303,176.08290079200557
1304,176.08290079200557
1305,176.08290079200557
1306,158.84163803998499
1307,156.1960227741528
1308,155.73299403814647
1309,114.32042903109199
1310,115.39738106018439
1311,103.97085299087499
1312,125.38597200373945
1313,125.38597200373945
1314,125.38597200373945
1315,125.38597200373945
1316,101.20057234238129
1317,125.10712671771472
1318,102.48669333680166
1319,102.39042750398455
1320,101.14064838405604
1321,119.65681073623682
1322,119.65681073623682
1323,119.65681073623682
1324,910.1506458945591
1325,108.82501754857212
1326,176.08290079200557
1327,101.53799512456573
1328,101.53799512456573
1329,101.53799512456573
1330,104.45940285317516
1331,106.29775810329197
1332,101.7914419017911
1333,103.56397078345778
1334,100.6665662251319
1335,129.19448509042377
1336,102.62103098290412
1337,102.78637609680145
1338,106.51356053473809
1339,105.37334366694755
1340,117.41114465366735
1341,102.27347413241269
1342,102.27347413241269
1343,101.0528807660338
1344,101.95096163243477
1345,103.40965890841416
1346,102.28874902829908
1347,106.05371490163147
1348,104.67903217828406
1349,103.33074426866682
1350,161.46941437239988
1351,101.7459461381779
1352,100.8168989362206
1353,100.1547921968615
1354,102.50892492310508
1355,106.3013830786892
1356,102.96763094401071
1357,102.62103098290412
1358,129.19448509042377
1359,101.7013754959587
1360,124.12531391930834
1361,102.29293447958179
1362,102.29293447958179
1363,139.03639244495218
